,Date,Last,First,Max,Min,Vol.,% var.
1168,11.05.2020,"2.930,30","2.915,50","2.944,20","2.903,40",,"0,02%"
1169,08.05.2020,"2.929,80","2.908,80","2.932,20","2.902,90",,"1,69%"
1170,07.05.2020,"2.881,20","2.878,30","2.901,90","2.876,50",,"1,15%"
1171,06.05.2020,"2.848,40","2.883,10","2.891,10","2.847,70",,"-0,70%"
1172,05.05.2020,"2.868,40","2.868,90","2.898,20","2.863,60",,"0,90%"
1173,04.05.2020,"2.842,70","2.815,00","2.844,20","2.797,80",,"0,42%"
1174,01.05.2020,"2.830,70","2.869,10","2.869,10","2.821,60",,"-2,81%"
1175,30.04.2020,"2.912,40","2.930,90","2.930,90","2.892,50",,"-0,92%"
1176,29.04.2020,"2.939,50","2.918,50","2.954,90","2.912,20",,"2,66%"
1177,28.04.2020,"2.863,40","2.910,00","2.921,20","2.860,70",,"-0,52%"
1178,27.04.2020,"2.878,50","2.854,70","2.887,70","2.852,90",,"1,47%"
1179,24.04.2020,"2.836,70","2.812,60","2.842,70","2.791,80",,"1,39%"
1180,23.04.2020,"2.797,80","2.810,40","2.844,90","2.794,30",,"-0,05%"
1181,22.04.2020,"2.799,30","2.787,90","2.815,10","2.775,90",,"2,29%"
1182,21.04.2020,"2.736,60","2.784,80","2.785,50","2.727,10",,"-3,07%"
1183,20.04.2020,"2.823,20","2.845,60","2.869,00","2.820,40",,"-1,79%"
1184,17.04.2020,"2.874,60","2.842,40","2.879,20","2.830,90",,"2,68%"
1185,16.04.2020,"2.799,60","2.799,30","2.806,50","2.764,30",,"0,58%"
1186,15.04.2020,"2.783,40","2.795,60","2.801,90","2.761,50",,"-2,20%"
1187,14.04.2020,"2.846,10","2.805,10","2.851,80","2.805,10",,"3,06%"
1188,13.04.2020,"2.761,60","2.782,50","2.782,50","2.721,20",,"-1,01%"
1189,09.04.2020,"2.789,80","2.777,00","2.818,60","2.762,40",,"1,45%"
1190,08.04.2020,"2.750,00","2.685,00","2.760,80","2.663,30",,"3,41%"
1191,07.04.2020,"2.659,40","2.738,70","2.756,90","2.657,70",,"-0,16%"
1192,06.04.2020,"2.663,70","2.578,30","2.676,80","2.574,60",,"7,03%"
1193,03.04.2020,"2.488,70","2.514,90","2.538,20","2.460,00",,"-1,51%"
1194,02.04.2020,"2.526,90","2.458,50","2.533,20","2.455,80",,"2,28%"
1195,01.04.2020,"2.470,50","2.498,10","2.522,80","2.447,50",,"-4,41%"
1196,31.03.2020,"2.584,60","2.614,70","2.641,40","2.571,20",,"-1,60%"
1197,30.03.2020,"2.626,70","2.559,00","2.631,80","2.545,30",,"3,35%"
1198,27.03.2020,"2.541,50","2.555,90","2.615,90","2.520,00",,"-3,37%"
1199,26.03.2020,"2.630,10","2.501,30","2.637,00","2.500,70",,"6,24%"
1200,25.03.2020,"2.475,60","2.457,80","2.571,40","2.407,50",,"1,16%"
1201,24.03.2020,"2.447,30","2.344,40","2.449,70","2.344,40",,"9,38%"
1202,23.03.2020,"2.237,40","2.290,70","2.300,70","2.191,90",,"-2,93%"
1203,20.03.2020,"2.304,90","2.431,90","2.453,00","2.295,60",,"-4,34%"
1204,19.03.2020,"2.409,40","2.393,50","2.467,00","2.319,80",,"0,47%"
1205,18.03.2020,"2.398,10","2.436,50","2.453,60","2.280,50",,"-5,18%"
1206,17.03.2020,"2.529,20","2.425,70","2.553,90","2.367,00",,"6,00%"
1207,16.03.2020,"2.386,10","2.508,60","2.563,00","2.380,90",,"-11,98%"
1208,13.03.2020,"2.711,00","2.570,00","2.711,30","2.492,40",,"9,29%"
1209,12.03.2020,"2.480,60","2.630,90","2.660,90","2.478,90",,"-9,51%"
1210,11.03.2020,"2.741,40","2.825,60","2.825,60","2.707,20",,"-4,89%"
1211,10.03.2020,"2.882,20","2.813,50","2.882,60","2.734,00",,"4,94%"
1212,09.03.2020,"2.746,60","2.863,90","2.863,90","2.734,40",,"-7,60%"
1213,06.03.2020,"2.972,40","2.954,20","2.985,90","2.901,50",,"-1,70%"
1214,05.03.2020,"3.023,90","3.075,70","3.083,00","2.999,80",,"-3,39%"
1215,04.03.2020,"3.130,10","3.045,80","3.131,00","3.034,40",,"4,22%"
1216,03.03.2020,"3.003,40","3.096,50","3.136,70","2.976,60",,"-2,81%"
1217,02.03.2020,"3.090,20","2.974,30","3.091,00","2.945,20",,"4,60%"
1218,28.02.2020,"2.954,20","2.916,90","2.959,70","2.855,80",,"-0,83%"
1219,27.02.2020,"2.978,80","3.062,50","3.097,10","2.977,40",,"-4,42%"
1220,26.02.2020,"3.116,40","3.139,90","3.182,50","3.109,00",,"-0,38%"
1221,25.02.2020,"3.128,20","3.238,90","3.247,00","3.118,80",,"-3,03%"
1222,24.02.2020,"3.225,90","3.257,60","3.259,80","3.214,70",,"-3,35%"
1223,21.02.2020,"3.337,80","3.360,50","3.360,80","3.328,40",,"-1,05%"
1224,20.02.2020,"3.373,20","3.380,40","3.389,20","3.341,00",,"-0,38%"
1225,19.02.2020,"3.386,20","3.380,40","3.393,50","3.378,80",,"0,47%"
1226,18.02.2020,"3.370,30","3.369,00","3.375,00","3.355,60",,"-0,29%"
1227,14.02.2020,"3.380,20","3.378,10","3.380,70","3.366,20",,"0,19%"
1228,13.02.2020,"3.373,90","3.365,90","3.385,10","3.360,50",,"-0,16%"
1229,12.02.2020,"3.379,40","3.370,50","3.381,50","3.369,70",,"0,64%"
1230,11.02.2020,"3.357,80","3.365,90","3.375,60","3.352,70",,"0,17%"
1231,10.02.2020,"3.352,10","3.318,30","3.352,30","3.317,80",,"0,73%"
1232,07.02.2020,"3.327,70","3.335,50","3.341,40","3.322,10",,"-0,54%"
1233,06.02.2020,"3.345,80","3.344,90","3.348,00","3.334,40",,"0,33%"
1234,05.02.2020,"3.334,70","3.324,90","3.337,60","3.313,80",,"1,13%"
1235,04.02.2020,"3.297,60","3.280,60","3.306,90","3.280,60",,"1,50%"
1236,03.02.2020,"3.248,90","3.235,70","3.268,40","3.235,70",,"0,73%"
1237,31.01.2020,"3.225,50","3.282,30","3.282,30","3.214,70",,"-1,77%"
1238,30.01.2020,"3.283,70","3.256,40","3.285,90","3.242,80",,"0,31%"
1239,29.01.2020,"3.273,40","3.289,50","3.293,50","3.271,90",,"-0,09%"
1240,28.01.2020,"3.276,20","3.255,30","3.285,80","3.253,20",,"1,01%"
1241,27.01.2020,"3.243,60","3.247,20","3.258,80","3.234,50",,"-1,57%"
1242,24.01.2020,"3.295,50","3.333,10","3.333,20","3.281,50",,"-0,90%"
1243,23.01.2020,"3.325,50","3.315,80","3.326,90","3.301,90",,"0,11%"
1244,22.01.2020,"3.321,80","3.330,00","3.337,80","3.320,00",,"0,03%"
1245,21.01.2020,"3.320,80","3.321,00","3.329,80","3.316,60",,"-0,26%"
1246,17.01.2020,"3.329,60","3.323,70","3.329,90","3.318,90",,"0,39%"
1247,16.01.2020,"3.316,80","3.303,00","3.317,10","3.302,80",,"0,84%"
1248,15.01.2020,"3.289,30","3.282,30","3.298,70","3.280,70",,"0,19%"
1249,14.01.2020,"3.283,20","3.285,30","3.294,20","3.277,20",,"-0,15%"
1250,13.01.2020,"3.288,10","3.271,10","3.288,10","3.268,40",,"0,70%"
1251,10.01.2020,"3.265,30","3.281,80","3.283,00","3.260,90",,"-0,29%"
1252,09.01.2020,"3.274,70","3.266,00","3.275,60","3.263,70",,"0,66%"
1253,08.01.2020,"3.253,10","3.238,60","3.267,10","3.236,70",,"0,49%"
1254,07.01.2020,"3.237,20","3.241,90","3.244,90","3.232,40",,"-0,28%"
1255,06.01.2020,"3.246,30","3.217,60","3.246,80","3.214,60",,"0,36%"
1256,03.01.2020,"3.234,80","3.226,40","3.246,20","3.222,30",,"-0,71%"
1257,02.01.2020,"3.257,80","3.244,70","3.258,10","3.235,50",,"0,84%"
1258,31.12.2019,"3.230,80","3.215,20","3.231,70","3.212,00",,"0,29%"
1259,30.12.2019,"3.221,30","3.240,10","3.240,90","3.216,60",,"-0,58%"
1260,27.12.2019,"3.240,00","3.247,20","3.247,90","3.234,40",,"0,00%"
1261,26.12.2019,"3.239,90","3.227,20","3.240,10","3.227,20",,"0,51%"
1262,24.12.2019,"3.223,40","3.225,40","3.226,40","3.220,50",,"-0,02%"
1263,23.12.2019,"3.224,00","3.226,10","3.227,80","3.222,30",,"0,09%"
1264,20.12.2019,"3.221,20","3.223,30","3.225,70","3.216,00",,"0,49%"
1265,19.12.2019,"3.205,40","3.192,30","3.205,50","3.192,30",,"0,45%"
1266,18.12.2019,"3.191,10","3.195,20","3.198,50","3.191,10",,"-0,04%"
1267,17.12.2019,"3.192,50","3.195,40","3.198,20","3.191,00",,"0,03%"
1268,16.12.2019,"3.191,40","3.183,60","3.197,70","3.183,60",,"0,71%"
1269,13.12.2019,"3.168,80","3.166,70","3.182,70","3.156,50",,"0,01%"
1270,12.12.2019,"3.168,60","3.141,20","3.176,30","3.138,50",,"0,86%"
1271,11.12.2019,"3.141,60","3.135,80","3.144,00","3.133,20",,"0,29%"
1272,10.12.2019,"3.132,50","3.135,40","3.142,10","3.126,10",,"-0,11%"
1273,09.12.2019,"3.136,00","3.141,90","3.148,90","3.135,50",,"-0,31%"
1274,06.12.2019,"3.145,90","3.134,60","3.150,60","3.134,60",,"0,91%"
1275,05.12.2019,"3.117,40","3.119,20","3.119,40","3.103,80",,"0,15%"
1276,04.12.2019,"3.112,80","3.103,50","3.119,40","3.102,50",,"0,63%"
1277,03.12.2019,"3.093,20","3.087,40","3.095,00","3.070,30",,"-0,66%"
1278,02.12.2019,"3.113,90","3.143,80","3.144,30","3.110,80",,"-0,86%"
1279,29.11.2019,"3.141,00","3.147,20","3.150,30","3.139,30",,"-0,40%"
1280,27.11.2019,"3.153,60","3.145,50","3.154,30","3.143,40",,"0,42%"
1281,26.11.2019,"3.140,50","3.134,80","3.142,70","3.131,00",,"0,22%"
1282,25.11.2019,"3.133,60","3.117,40","3.133,80","3.117,40",,"0,75%"
1283,22.11.2019,"3.110,30","3.111,40","3.112,90","3.099,30",,"0,22%"
1284,21.11.2019,"3.103,50","3.108,50","3.110,10","3.094,60",,"-0,16%"
1285,20.11.2019,"3.108,50","3.114,70","3.119,00","3.091,40",,"-0,37%"
1286,19.11.2019,"3.120,20","3.127,40","3.127,60","3.113,50",,"-0,06%"
1287,18.11.2019,"3.122,00","3.117,90","3.124,20","3.112,10",,"0,05%"
1288,15.11.2019,"3.120,50","3.107,90","3.120,50","3.104,60",,"0,77%"
1289,14.11.2019,"3.096,60","3.090,80","3.098,20","3.083,30",,"0,08%"
1290,13.11.2019,"3.094,00","3.084,20","3.098,10","3.078,80",,"0,07%"
1291,12.11.2019,"3.091,80","3.089,30","3.102,60","3.084,70",,"0,16%"
1292,11.11.2019,"3.087,00","3.080,30","3.088,30","3.075,80",,"-0,20%"
1293,08.11.2019,"3.093,10","3.081,20","3.093,10","3.073,60",,"0,26%"
1294,07.11.2019,"3.085,20","3.087,00","3.097,80","3.080,20",,"0,27%"
1295,06.11.2019,"3.076,80","3.075,10","3.078,30","3.065,90",,"0,07%"
1296,05.11.2019,"3.074,60","3.080,80","3.083,90","3.072,20",,"-0,12%"
1297,04.11.2019,"3.078,30","3.079,00","3.085,20","3.074,90",,"0,37%"
1298,01.11.2019,"3.066,90","3.050,70","3.066,90","3.050,70",,"0,96%"
1299,31.10.2019,"3.037,60","3.046,90","3.046,90","3.023,20",,"-0,30%"
1300,30.10.2019,"3.046,80","3.039,70","3.050,10","3.026,00",,"0,33%"
1301,29.10.2019,"3.036,90","3.035,40","3.047,90","3.034,80",,"-0,08%"
1302,28.10.2019,"3.039,40","3.032,10","3.044,10","3.032,10",,"0,56%"
1303,25.10.2019,"3.022,60","3.003,30","3.027,40","3.001,90",,"0,41%"
1304,24.10.2019,"3.010,30","3.014,80","3.016,10","3.000,40",,"0,19%"
1305,23.10.2019,"3.004,50","2.994,00","3.004,80","2.991,20",,"0,28%"
1306,22.10.2019,"2.996,00","3.010,70","3.014,60","2.995,00",,"-0,36%"
1307,21.10.2019,"3.006,70","2.996,50","3.007,30","2.995,30",,"0,69%"
1308,18.10.2019,"2.986,20","2.996,80","3.000,00","2.976,30",,"-0,39%"
1309,17.10.2019,"2.997,90","3.000,80","3.008,30","2.991,80",,"0,27%"
1310,16.10.2019,"2.989,70","2.989,70","2.997,50","2.985,20",,"-0,20%"
1311,15.10.2019,"2.995,70","2.973,60","3.003,30","2.973,60",,"0,99%"
1312,14.10.2019,"2.966,20","2.965,80","2.972,80","2.962,90",,"-0,14%"
1313,11.10.2019,"2.970,30","2.963,10","2.993,30","2.963,10",,"1,10%"
1314,10.10.2019,"2.938,10","2.918,60","2.948,50","2.917,10",,"0,64%"
1315,09.10.2019,"2.919,40","2.911,10","2.929,30","2.907,40",,"0,91%"
1316,08.10.2019,"2.893,10","2.920,40","2.925,50","2.892,70",,"-1,56%"
1317,07.10.2019,"2.938,80","2.944,20","2.959,80","2.935,70",,"-0,45%"
1318,04.10.2019,"2.952,00","2.918,60","2.953,70","2.918,60",,"1,42%"
1319,03.10.2019,"2.910,60","2.885,40","2.911,10","2.855,90",,"0,80%"
1320,02.10.2019,"2.887,60","2.924,80","2.924,80","2.874,90",,"-1,79%"
1321,01.10.2019,"2.940,20","2.983,70","2.992,50","2.938,70",,"-1,23%"
1322,30.09.2019,"2.976,70","2.967,10","2.983,80","2.967,10",,"0,50%"
1323,27.09.2019,"2.961,80","2.985,50","2.987,30","2.945,50",,"-0,53%"
1324,26.09.2019,"2.977,60","2.985,70","2.987,30","2.963,70",,"-0,24%"
1325,25.09.2019,"2.984,90","2.968,30","2.989,80","2.952,90",,"0,62%"
1326,24.09.2019,"2.966,60","3.002,40","3.008,00","2.957,70",,"-0,84%"
1327,23.09.2019,"2.991,80","2.983,50","2.999,20","2.982,20",,"-0,01%"
1328,20.09.2019,"2.992,10","3.008,40","3.016,40","2.984,70",,"-0,49%"
1329,19.09.2019,"3.006,80","3.010,40","3.022,00","3.003,20",,"0,00%"
1330,18.09.2019,"3.006,70","3.001,50","3.007,80","2.978,60",,"0,03%"
1331,17.09.2019,"3.005,70","2.995,70","3.006,20","2.993,70",,"0,26%"
1332,16.09.2019,"2.998,00","2.996,40","3.002,20","2.990,70",,"-0,31%"
1333,13.09.2019,"3.007,40","3.012,20","3.017,30","3.002,90",,"-0,07%"
1334,12.09.2019,"3.009,60","3.009,10","3.020,70","3.000,90",,"0,29%"
1335,11.09.2019,"3.000,90","2.981,40","3.000,90","2.975,30",,"0,72%"
1336,10.09.2019,"2.979,40","2.971,00","2.979,40","2.957,00",,"0,03%"
1337,09.09.2019,"2.978,40","2.988,40","2.989,40","2.969,40",,"-0,01%"
1338,06.09.2019,"2.978,70","2.980,30","2.985,00","2.972,50",,"0,09%"
1339,05.09.2019,"2.976,00","2.960,60","2.985,90","2.960,60",,"1,30%"
1340,04.09.2019,"2.937,80","2.924,70","2.938,80","2.921,90",,"1,08%"
1341,03.09.2019,"2.906,30","2.909,00","2.914,40","2.891,80",,"-0,69%"
1342,30.08.2019,"2.926,50","2.937,10","2.940,40","2.913,30",,"0,06%"
1343,29.08.2019,"2.924,60","2.910,40","2.930,50","2.905,70",,"1,27%"
1344,28.08.2019,"2.887,90","2.861,30","2.890,00","2.853,10",,"0,65%"
1345,27.08.2019,"2.869,20","2.893,10","2.898,80","2.860,60",,"-0,32%"
1346,26.08.2019,"2.878,40","2.866,70","2.879,30","2.856,00",,"1,10%"
1347,23.08.2019,"2.847,10","2.911,10","2.927,00","2.835,00",,"-2,59%"
1348,22.08.2019,"2.922,90","2.930,90","2.939,10","2.904,50",,"-0,05%"
1349,21.08.2019,"2.924,40","2.922,00","2.928,70","2.917,90",,"0,82%"
1350,20.08.2019,"2.900,50","2.919,00","2.923,60","2.899,60",,"-0,79%"
1351,19.08.2019,"2.923,70","2.913,50","2.931,00","2.913,50",,"1,21%"
1352,16.08.2019,"2.888,70","2.864,70","2.893,60","2.864,70",,"1,44%"
1353,15.08.2019,"2.847,60","2.846,20","2.856,70","2.825,50",,"0,25%"
1354,14.08.2019,"2.840,60","2.894,20","2.894,20","2.839,60",,"-2,93%"
